Year Published,Unit Code,Unit Name,Item,Item Description,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2011 Target,2013 Target
FY2013,1A1-NA-NA1-508,"Sustainablility, Ofc of",2617,    Land Grant App Exp(000) ,,0,0,0,0,,,,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2000,Orig State/Tuition Bdgt(000) ,481,475,482,580,591,440,446,,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2015,  St Budget - Constant $000 ,205,209,218,268,275,208,219,,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2050,    Acad Salary Budget ,426,419,426,475,475,408,414,,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2060,    Asst Salary Budget ,0,0,0,0,0,0,0,,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2070,    Non-Ac Salaries Budget ,34,33,33,33,33,32,32,,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2080,    Wage Budget ,0,0,0,0,0,0,0,,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2090,    Summer Wages Budget ,0,0,0,0,0,0,0,,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2100,    Expense & Equip Bdgt ,21,23,23,72,83,0,0,,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2530,  State/Tuition Exp   (000) ,,610,574,564,465,359,290,9,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2535,      Research        (000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2539,      Institutl Supprt(000) ,,610,574,563,465,359,290,9,0,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2540,      O&M of Plant    (000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2550,  Institutional Exp   (000) ,,70,45,3,40,52,52,8,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2553,    ICR Direct Exp    (000) ,,70,45,3,40,52,52,8,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2555,    Educ/Admn Allw Exp(000) ,,0,0,0,0,0,0,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2570,  Grants & Contr Exp  (000) ,,504,541,501,0,0,0,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2575,    G&C Pvt & Othr Exp(000) ,,504,541,501,0,0,0,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2590,  Gifts & Endwmnt Exp (000) ,,3,-2,5,-19,3,5,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2594,    Gifts Exp         (000) ,,3,-2,5,-19,3,5,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2610,  SelfS/FWS/LandGr Exp(000) ,,0,57,0,0,0,0,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2614,    Self-Supportng Exp(000) ,,0,57,0,0,0,0,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,,,,
FY2013,1A1-NA-NA1-658,"Corporate Relations, Ofc of",2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,,,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2000,Orig State/Tuition Bdgt(000) ,634,796,1166,1160,1302,794,,235,254,303,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2015,  St Budget - Constant $000 ,271,350,527,535,606,375,,118,132,163,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2050,    Acad Salary Budget ,235,236,549,549,670,459,,179,177,165,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2060,    Asst Salary Budget ,0,0,0,0,0,0,,0,24,23,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2070,    Non-Ac Salaries Budget ,61,60,0,0,0,0,,86,82,79,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2080,    Wage Budget ,0,0,0,0,0,0,,-65,-65,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2090,    Summer Wages Budget ,0,0,0,0,0,0,,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2100,    Expense & Equip Bdgt ,338,501,617,611,632,335,,36,36,36,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2530,  State/Tuition Exp   (000) ,,541,750,747,891,480,0,204,420,417,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2536,      Public Service  (000) ,,541,750,747,834,480,0,204,420,417,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2537,      Academic Support(000) ,,0,0,0,57,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2540,      O&M of Plant    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2550,  Institutional Exp   (000) ,,103,3,26,12,6,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2553,    ICR Direct Exp    (000) ,,103,3,,12,6,,0,0,,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2554,    Royalty/Patent Exp(000) ,,0,0,,0,0,,0,0,,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2555,    Educ/Admn Allw Exp(000) ,,0,0,,0,0,,0,0,,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2570,  Grants & Contr Exp  (000) ,,0,0,4,0,0,-56,212,44,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,-56,212,44,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2574,    G&C Illinois Exp  (000) ,,0,0,4,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2590,  Gifts & Endwmnt Exp (000) ,,2611,422,2,-4,-11,5,-3,1,-3,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2594,    Gifts Exp         (000) ,,2611,422,2,-4,-11,5,-3,1,-3,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2610,  SelfS/FWS/LandGr Exp(000) ,,11,-7,10,5,0,0,8,0,35,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2614,    Self-Supportng Exp(000) ,,11,-7,10,5,0,0,8,0,35,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-665,Public Engagement Admin,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2000,Orig State/Tuition Bdgt(000) ,1289,1447,1812,1955,1893,1234,446,235,254,303,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2015,  St Budget - Constant $000 ,551,636,819,902,881,583,219,118,132,163,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2050,    Acad Salary Budget ,774,767,1102,1203,1145,867,414,179,177,165,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,24,23,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2070,    Non-Ac Salaries Budget ,118,115,56,56,33,32,32,86,82,79,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2080,    Wage Budget ,5,5,5,5,0,0,0,-65,-65,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2100,    Expense & Equip Bdgt ,392,560,649,692,715,335,0,36,36,36,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2530,  State/Tuition Exp   (000) ,,1308,1700,1770,1582,839,290,213,420,417,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2535,      Research        (000) ,,0,0,12,29,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2536,      Public Service  (000) ,,699,1126,1194,1031,480,0,204,420,417,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2537,      Academic Support(000) ,,0,0,0,57,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2539,      Institutl Supprt(000) ,,610,574,563,465,359,290,9,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2540,      O&M of Plant    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2550,  Institutional Exp   (000) ,,254,131,146,118,58,52,8,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2553,    ICR Direct Exp    (000) ,,182,131,110,118,58,52,8,0,,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2555,    Educ/Admn Allw Exp(000) ,,0,0,11,0,0,0,0,0,,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2570,  Grants & Contr Exp  (000) ,,2658,1654,777,91,0,-56,212,44,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,-56,212,44,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2574,    G&C Illinois Exp  (000) ,,2136,621,274,91,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2575,    G&C Pvt & Othr Exp(000) ,,522,1033,503,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2590,  Gifts & Endwmnt Exp (000) ,,2620,419,8,-21,-8,10,-3,1,-3,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2594,    Gifts Exp         (000) ,,2620,419,8,-21,-8,10,-3,1,-3,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2610,  SelfS/FWS/LandGr Exp(000) ,,3346,82,28,5,0,0,8,0,35,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2614,    Self-Supportng Exp(000) ,,3346,82,28,5,0,0,8,0,35,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-NA1-XXX,Public Engagement-subcoll,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2000,Orig State/Tuition Bdgt(000) ,10042,9704,9086,9509,8862,8198,7035,5906,5593,5674,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2015,  St Budget - Constant $000 ,4289,4263,4110,4388,4128,3873,3447,2968,2918,3049,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2050,    Acad Salary Budget ,3271,3150,3505,3932,4030,3468,2855,2168,2062,1958,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2060,    Asst Salary Budget ,0,0,0,0,0,35,35,42,77,62,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2070,    Non-Ac Salaries Budget ,3871,1419,1218,1330,1209,1199,1088,977,1011,1021,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2080,    Wage Budget ,2091,3645,2784,2863,2216,2186,2122,1966,1702,1939,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2100,    Expense & Equip Bdgt ,809,1490,1579,1384,1407,1309,934,753,742,695,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2530,  State/Tuition Exp   (000) ,,11331,11231,11147,11237,9775,8405,7644,7613,6888,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,1,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2535,      Research        (000) ,,0,0,12,29,0,0,0,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2536,      Public Service  (000) ,,701,1126,1197,1031,480,1,331,668,592,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2537,      Academic Support(000) ,,0,0,0,57,0,113,1,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2539,      Institutl Supprt(000) ,,10188,9657,9369,9674,8863,7844,6887,6497,5857,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2540,      O&M of Plant    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2542,      Other NACUBOs   (000) ,,441,447,569,446,432,447,424,448,439,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2550,  Institutional Exp   (000) ,,482,248,287,580,565,790,539,375,438,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2553,    ICR Direct Exp    (000) ,,341,260,291,579,557,499,768,390,477,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2554,    Royalty/Patent Exp(000) ,,0,0,1,9,0,0,0,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2555,    Educ/Admn Allw Exp(000) ,,69,-11,-30,-8,8,290,73,-15,-39,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2570,  Grants & Contr Exp  (000) ,,2870,1861,1015,347,226,68,447,44,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2573,    G&C Federal Exp   (000) ,,213,154,118,153,112,-56,212,44,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2574,    G&C Illinois Exp  (000) ,,2136,621,274,91,0,32,0,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2575,    G&C Pvt & Othr Exp(000) ,,521,1086,623,102,114,92,235,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2590,  Gifts & Endwmnt Exp (000) ,,5037,1125,3797,1600,-4127,1354,685,734,772,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2594,    Gifts Exp         (000) ,,5037,1125,3797,1337,-4456,1128,458,734,504,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2596,    Endowment Exp     (000) ,,0,0,0,263,329,227,227,0,267,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2610,  SelfS/FWS/LandGr Exp(000) ,,5645,2454,1700,2084,3251,2283,2478,2250,2430,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2614,    Self-Supportng Exp(000) ,,5644,2454,1698,2084,3250,2283,2478,2250,2429,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2616,    Fed Work Study Exp(000) ,,2,0,1,0,1,0,0,0,0,,
FY2013,1A1-NA-XXX-XXX,Chancellor,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2000,Orig State/Tuition Bdgt(000) ,332,297,246,258,258,240,217,214,169,93,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2015,  St Budget - Constant $000 ,142,131,111,119,120,114,106,107,88,50,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2050,    Acad Salary Budget ,286,279,213,213,213,209,180,166,116,93,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2070,    Non-Ac Salaries Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2080,    Wage Budget ,12,12,22,20,20,20,20,30,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2100,    Expense & Equip Bdgt ,34,6,11,26,26,11,17,17,53,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2530,  State/Tuition Exp   (000) ,,330,265,229,260,264,247,240,355,227,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2539,      Institutl Supprt(000) ,,330,265,229,260,264,247,240,355,227,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2540,      O&M of Plant    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2550,  Institutional Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2553,    ICR Direct Exp    (000) ,,,,,,,,,,,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2554,    Royalty/Patent Exp(000) ,,,,,,,,,,,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2555,    Educ/Admn Allw Exp(000) ,,,,,,,,,,,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2570,  Grants & Contr Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2590,  Gifts & Endwmnt Exp (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2594,    Gifts Exp         (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,0,0,0,1,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2614,    Self-Supportng Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,1,0,0,0,,
FY2013,1A1-NH-NH0-234,"Web Services, Office of",2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2000,Orig State/Tuition Bdgt(000) ,612,682,655,626,614,505,477,712,439,662,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2015,  St Budget - Constant $000 ,261,300,296,289,286,238,234,358,229,355,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2050,    Acad Salary Budget ,420,457,475,475,472,397,387,542,403,508,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2070,    Non-Ac Salaries Budget ,117,114,107,107,107,101,37,78,81,75,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2080,    Wage Budget ,21,0,0,8,6,6,6,6,-142,0,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2100,    Expense & Equip Bdgt ,54,111,73,35,29,0,47,85,97,79,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2530,  State/Tuition Exp   (000) ,,768,676,709,728,719,511,719,646,594,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1A1-NH-NH0-243,Public Affairs Admin,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
